date,year,month,month_name,quarter,week,day,day_of_week,day_name,is_weekend,year_month
2017-09-24,2017,9,September,3,38,24,6,Sunday,True,2017-09
2017-09-25,2017,9,September,3,39,25,0,Monday,False,2017-09
2017-09-26,2017,9,September,3,39,26,1,Tuesday,False,2017-09
2017-09-27,2017,9,September,3,39,27,2,Wednesday,False,2017-09
2017-09-28,2017,9,September,3,39,28,3,Thursday,False,2017-09
2017-09-29,2017,9,September,3,39,29,4,Friday,False,2017-09
2017-09-30,2017,9,September,3,39,30,5,Saturday,True,2017-09
2017-10-01,2017,10,October,4,39,1,6,Sunday,True,2017-10
2017-10-02,2017,10,October,4,40,2,0,Monday,False,2017-10
2017-10-03,2017,10,October,4,40,3,1,Tuesday,False,2017-10
2017-10-04,2017,10,October,4,40,4,2,Wednesday,False,2017-10
2017-10-05,2017,10,October,4,40,5,3,Thursday,False,2017-10
2017-10-06,2017,10,October,4,40,6,4,Friday,False,2017-10
2017-10-07,2017,10,October,4,40,7,5,Saturday,True,2017-10
2017-10-08,2017,10,October,4,40,8,6,Sunday,True,2017-10
2017-10-09,2017,10,October,4,41,9,0,Monday,False,2017-10
2017-10-10,2017,10,October,4,41,10,1,Tuesday,False,2017-10
2017-10-11,2017,10,October,4,41,11,2,Wednesday,False,2017-10
2017-10-12,2017,10,October,4,41,12,3,Thursday,False,2017-10
2017-10-13,2017,10,October,4,41,13,4,Friday,False,2017-10
2017-10-14,2017,10,October,4,41,14,5,Saturday,True,2017-10
2017-10-15,2017,10,October,4,41,15,6,Sunday,True,2017-10
2017-10-16,2017,10,October,4,42,16,0,Monday,False,2017-10
2017-10-17,2017,10,October,4,42,17,1,Tuesday,False,2017-10
2017-10-18,2017,10,October,4,42,18,2,Wednesday,False,2017-10
2017-10-19,2017,10,October,4,42,19,3,Thursday,False,2017-10
2017-10-20,2017,10,October,4,42,20,4,Friday,False,2017-10
2017-10-21,2017,10,October,4,42,21,5,Saturday,True,2017-10
2017-10-22,2017,10,October,4,42,22,6,Sunday,True,2017-10
2017-10-23,2017,10,October,4,43,23,0,Monday,False,2017-10
2017-10-24,2017,10,October,4,43,24,1,Tuesday,False,2017-10
2017-10-25,2017,10,October,4,43,25,2,Wednesday,False,2017-10
2017-10-26,2017,10,October,4,43,26,3,Thursday,False,2017-10
2017-10-27,2017,10,October,4,43,27,4,Friday,False,2017-10
2017-10-28,2017,10,October,4,43,28,5,Saturday,True,2017-10
2017-10-29,2017,10,October,4,43,29,6,Sunday,True,2017-10
2017-10-30,2017,10,October,4,44,30,0,Monday,False,2017-10
2017-10-31,2017,10,October,4,44,31,1,Tuesday,False,2017-10
2017-11-01,2017,11,November,4,44,1,2,Wednesday,False,2017-11
2017-11-02,2017,11,November,4,44,2,3,Thursday,False,2017-11
2017-11-03,2017,11,November,4,44,3,4,Friday,False,2017-11
2017-11-04,2017,11,November,4,44,4,5,Saturday,True,2017-11
2017-11-05,2017,11,November,4,44,5,6,Sunday,True,2017-11
2017-11-06,2017,11,November,4,45,6,0,Monday,False,2017-11
2017-11-07,2017,11,November,4,45,7,1,Tuesday,False,2017-11
2017-11-08,2017,11,November,4,45,8,2,Wednesday,False,2017-11
2017-11-09,2017,11,November,4,45,9,3,Thursday,False,2017-11
2017-11-10,2017,11,November,4,45,10,4,Friday,False,2017-11
2017-11-11,2017,11,November,4,45,11,5,Saturday,True,2017-11
2017-11-12,2017,11,November,4,45,12,6,Sunday,True,2017-11
2017-11-13,2017,11,November,4,46,13,0,Monday,False,2017-11
2017-11-14,2017,11,November,4,46,14,1,Tuesday,False,2017-11
2017-11-15,2017,11,November,4,46,15,2,Wednesday,False,2017-11
2017-11-16,2017,11,November,4,46,16,3,Thursday,False,2017-11
2017-11-17,2017,11,November,4,46,17,4,Friday,False,2017-11
2017-11-18,2017,11,November,4,46,18,5,Saturday,True,2017-11
2017-11-19,2017,11,November,4,46,19,6,Sunday,True,2017-11
2017-11-20,2017,11,November,4,47,20,0,Monday,False,2017-11
2017-11-21,2017,11,November,4,47,21,1,Tuesday,False,2017-11
2017-11-22,2017,11,November,4,47,22,2,Wednesday,False,2017-11
2017-11-23,2017,11,November,4,47,23,3,Thursday,False,2017-11
2017-11-24,2017,11,November,4,47,24,4,Friday,False,2017-11
2017-11-25,2017,11,November,4,47,25,5,Saturday,True,2017-11
2017-11-26,2017,11,November,4,47,26,6,Sunday,True,2017-11
2017-11-27,2017,11,November,4,48,27,0,Monday,False,2017-11
2017-11-28,2017,11,November,4,48,28,1,Tuesday,False,2017-11
2017-11-29,2017,11,November,4,48,29,2,Wednesday,False,2017-11
2017-11-30,2017,11,November,4,48,30,3,Thursday,False,2017-11
2017-12-01,2017,12,December,4,48,1,4,Friday,False,2017-12
2017-12-02,2017,12,December,4,48,2,5,Saturday,True,2017-12
2017-12-03,2017,12,December,4,48,3,6,Sunday,True,2017-12
2017-12-04,2017,12,December,4,49,4,0,Monday,False,2017-12
2017-12-05,2017,12,December,4,49,5,1,Tuesday,False,2017-12
2017-12-06,2017,12,December,4,49,6,2,Wednesday,False,2017-12
2017-12-07,2017,12,December,4,49,7,3,Thursday,False,2017-12
2017-12-08,2017,12,December,4,49,8,4,Friday,False,2017-12
2017-12-09,2017,12,December,4,49,9,5,Saturday,True,2017-12
2017-12-10,2017,12,December,4,49,10,6,Sunday,True,2017-12
2017-12-11,2017,12,December,4,50,11,0,Monday,False,2017-12
2017-12-12,2017,12,December,4,50,12,1,Tuesday,False,2017-12
2017-12-13,2017,12,December,4,50,13,2,Wednesday,False,2017-12
2017-12-14,2017,12,December,4,50,14,3,Thursday,False,2017-12
2017-12-15,2017,12,December,4,50,15,4,Friday,False,2017-12
2017-12-16,2017,12,December,4,50,16,5,Saturday,True,2017-12
2017-12-17,2017,12,December,4,50,17,6,Sunday,True,2017-12
2017-12-18,2017,12,December,4,51,18,0,Monday,False,2017-12
2017-12-19,2017,12,December,4,51,19,1,Tuesday,False,2017-12
2017-12-20,2017,12,December,4,51,20,2,Wednesday,False,2017-12
2017-12-21,2017,12,December,4,51,21,3,Thursday,False,2017-12
2017-12-22,2017,12,December,4,51,22,4,Friday,False,2017-12
2017-12-23,2017,12,December,4,51,23,5,Saturday,True,2017-12
2017-12-24,2017,12,December,4,51,24,6,Sunday,True,2017-12
2017-12-25,2017,12,December,4,52,25,0,Monday,False,2017-12
2017-12-26,2017,12,December,4,52,26,1,Tuesday,False,2017-12
2017-12-27,2017,12,December,4,52,27,2,Wednesday,False,2017-12
2017-12-28,2017,12,December,4,52,28,3,Thursday,False,2017-12
2017-12-29,2017,12,December,4,52,29,4,Friday,False,2017-12
2017-12-30,2017,12,December,4,52,30,5,Saturday,True,2017-12
2017-12-31,2017,12,December,4,52,31,6,Sunday,True,2017-12
2018-01-01,2018,1,January,1,1,1,0,Monday,False,2018-01
2018-01-02,2018,1,January,1,1,2,1,Tuesday,False,2018-01
2018-01-03,2018,1,January,1,1,3,2,Wednesday,False,2018-01
2018-01-04,2018,1,January,1,1,4,3,Thursday,False,2018-01
2018-01-05,2018,1,January,1,1,5,4,Friday,False,2018-01
2018-01-06,2018,1,January,1,1,6,5,Saturday,True,2018-01
2018-01-07,2018,1,January,1,1,7,6,Sunday,True,2018-01
2018-01-08,2018,1,January,1,2,8,0,Monday,False,2018-01
2018-01-09,2018,1,January,1,2,9,1,Tuesday,False,2018-01
2018-01-10,2018,1,January,1,2,10,2,Wednesday,False,2018-01
2018-01-11,2018,1,January,1,2,11,3,Thursday,False,2018-01
2018-01-12,2018,1,January,1,2,12,4,Friday,False,2018-01
2018-01-13,2018,1,January,1,2,13,5,Saturday,True,2018-01
2018-01-14,2018,1,January,1,2,14,6,Sunday,True,2018-01
2018-01-15,2018,1,January,1,3,15,0,Monday,False,2018-01
2018-01-16,2018,1,January,1,3,16,1,Tuesday,False,2018-01
2018-01-17,2018,1,January,1,3,17,2,Wednesday,False,2018-01
2018-01-18,2018,1,January,1,3,18,3,Thursday,False,2018-01
2018-01-19,2018,1,January,1,3,19,4,Friday,False,2018-01
2018-01-20,2018,1,January,1,3,20,5,Saturday,True,2018-01
2018-01-21,2018,1,January,1,3,21,6,Sunday,True,2018-01
2018-01-22,2018,1,January,1,4,22,0,Monday,False,2018-01
2018-01-23,2018,1,January,1,4,23,1,Tuesday,False,2018-01
2018-01-24,2018,1,January,1,4,24,2,Wednesday,False,2018-01
2018-01-25,2018,1,January,1,4,25,3,Thursday,False,2018-01
2018-01-26,2018,1,January,1,4,26,4,Friday,False,2018-01
2018-01-27,2018,1,January,1,4,27,5,Saturday,True,2018-01
2018-01-28,2018,1,January,1,4,28,6,Sunday,True,2018-01
2018-01-29,2018,1,January,1,5,29,0,Monday,False,2018-01
2018-01-30,2018,1,January,1,5,30,1,Tuesday,False,2018-01
2018-01-31,2018,1,January,1,5,31,2,Wednesday,False,2018-01
2018-02-01,2018,2,February,1,5,1,3,Thursday,False,2018-02
2018-02-02,2018,2,February,1,5,2,4,Friday,False,2018-02
2018-02-03,2018,2,February,1,5,3,5,Saturday,True,2018-02
2018-02-04,2018,2,February,1,5,4,6,Sunday,True,2018-02
2018-02-05,2018,2,February,1,6,5,0,Monday,False,2018-02
2018-02-06,2018,2,February,1,6,6,1,Tuesday,False,2018-02
2018-02-07,2018,2,February,1,6,7,2,Wednesday,False,2018-02
2018-02-08,2018,2,February,1,6,8,3,Thursday,False,2018-02
2018-02-09,2018,2,February,1,6,9,4,Friday,False,2018-02
2018-02-10,2018,2,February,1,6,10,5,Saturday,True,2018-02
2018-02-11,2018,2,February,1,6,11,6,Sunday,True,2018-02
2018-02-12,2018,2,February,1,7,12,0,Monday,False,2018-02
2018-02-13,2018,2,February,1,7,13,1,Tuesday,False,2018-02
2018-02-14,2018,2,February,1,7,14,2,Wednesday,False,2018-02
2018-02-15,2018,2,February,1,7,15,3,Thursday,False,2018-02
2018-02-16,2018,2,February,1,7,16,4,Friday,False,2018-02
2018-02-17,2018,2,February,1,7,17,5,Saturday,True,2018-02
2018-02-18,2018,2,February,1,7,18,6,Sunday,True,2018-02
2018-02-19,2018,2,February,1,8,19,0,Monday,False,2018-02
2018-02-20,2018,2,February,1,8,20,1,Tuesday,False,2018-02
2018-02-21,2018,2,February,1,8,21,2,Wednesday,False,2018-02
2018-02-22,2018,2,February,1,8,22,3,Thursday,False,2018-02
2018-02-23,2018,2,February,1,8,23,4,Friday,False,2018-02
2018-02-24,2018,2,February,1,8,24,5,Saturday,True,2018-02
2018-02-25,2018,2,February,1,8,25,6,Sunday,True,2018-02
2018-02-26,2018,2,February,1,9,26,0,Monday,False,2018-02
2018-02-27,2018,2,February,1,9,27,1,Tuesday,False,2018-02
2018-02-28,2018,2,February,1,9,28,2,Wednesday,False,2018-02
2018-03-01,2018,3,March,1,9,1,3,Thursday,False,2018-03
2018-03-02,2018,3,March,1,9,2,4,Friday,False,2018-03
2018-03-03,2018,3,March,1,9,3,5,Saturday,True,2018-03
2018-03-04,2018,3,March,1,9,4,6,Sunday,True,2018-03
2018-03-05,2018,3,March,1,10,5,0,Monday,False,2018-03
2018-03-06,2018,3,March,1,10,6,1,Tuesday,False,2018-03
2018-03-07,2018,3,March,1,10,7,2,Wednesday,False,2018-03
2018-03-08,2018,3,March,1,10,8,3,Thursday,False,2018-03
2018-03-09,2018,3,March,1,10,9,4,Friday,False,2018-03
2018-03-10,2018,3,March,1,10,10,5,Saturday,True,2018-03
2018-03-11,2018,3,March,1,10,11,6,Sunday,True,2018-03
2018-03-12,2018,3,March,1,11,12,0,Monday,False,2018-03
2018-03-13,2018,3,March,1,11,13,1,Tuesday,False,2018-03
2018-03-14,2018,3,March,1,11,14,2,Wednesday,False,2018-03
2018-03-15,2018,3,March,1,11,15,3,Thursday,False,2018-03
2018-03-16,2018,3,March,1,11,16,4,Friday,False,2018-03
2018-03-17,2018,3,March,1,11,17,5,Saturday,True,2018-03
2018-03-18,2018,3,March,1,11,18,6,Sunday,True,2018-03
2018-03-19,2018,3,March,1,12,19,0,Monday,False,2018-03
2018-03-20,2018,3,March,1,12,20,1,Tuesday,False,2018-03
2018-03-21,2018,3,March,1,12,21,2,Wednesday,False,2018-03
2018-03-22,2018,3,March,1,12,22,3,Thursday,False,2018-03
2018-03-23,2018,3,March,1,12,23,4,Friday,False,2018-03
2018-03-24,2018,3,March,1,12,24,5,Saturday,True,2018-03
2018-03-25,2018,3,March,1,12,25,6,Sunday,True,2018-03
2018-03-26,2018,3,March,1,13,26,0,Monday,False,2018-03
2018-03-27,2018,3,March,1,13,27,1,Tuesday,False,2018-03
2018-03-28,2018,3,March,1,13,28,2,Wednesday,False,2018-03
2018-03-29,2018,3,March,1,13,29,3,Thursday,False,2018-03
2018-03-30,2018,3,March,1,13,30,4,Friday,False,2018-03
2018-03-31,2018,3,March,1,13,31,5,Saturday,True,2018-03
2018-04-01,2018,4,April,2,13,1,6,Sunday,True,2018-04
2018-04-02,2018,4,April,2,14,2,0,Monday,False,2018-04
2018-04-03,2018,4,April,2,14,3,1,Tuesday,False,2018-04
2018-04-04,2018,4,April,2,14,4,2,Wednesday,False,2018-04
2018-04-05,2018,4,April,2,14,5,3,Thursday,False,2018-04
2018-04-06,2018,4,April,2,14,6,4,Friday,False,2018-04
2018-04-07,2018,4,April,2,14,7,5,Saturday,True,2018-04
2018-04-08,2018,4,April,2,14,8,6,Sunday,True,2018-04
2018-04-09,2018,4,April,2,15,9,0,Monday,False,2018-04
2018-04-10,2018,4,April,2,15,10,1,Tuesday,False,2018-04
2018-04-11,2018,4,April,2,15,11,2,Wednesday,False,2018-04
2018-04-12,2018,4,April,2,15,12,3,Thursday,False,2018-04
2018-04-13,2018,4,April,2,15,13,4,Friday,False,2018-04
2018-04-14,2018,4,April,2,15,14,5,Saturday,True,2018-04
2018-04-15,2018,4,April,2,15,15,6,Sunday,True,2018-04
2018-04-16,2018,4,April,2,16,16,0,Monday,False,2018-04
2018-04-17,2018,4,April,2,16,17,1,Tuesday,False,2018-04
2018-04-18,2018,4,April,2,16,18,2,Wednesday,False,2018-04
2018-04-19,2018,4,April,2,16,19,3,Thursday,False,2018-04
2018-04-20,2018,4,April,2,16,20,4,Friday,False,2018-04
2018-04-21,2018,4,April,2,16,21,5,Saturday,True,2018-04
2018-04-22,2018,4,April,2,16,22,6,Sunday,True,2018-04
2018-04-23,2018,4,April,2,17,23,0,Monday,False,2018-04
2018-04-24,2018,4,April,2,17,24,1,Tuesday,False,2018-04
2018-04-25,2018,4,April,2,17,25,2,Wednesday,False,2018-04
2018-04-26,2018,4,April,2,17,26,3,Thursday,False,2018-04
2018-04-27,2018,4,April,2,17,27,4,Friday,False,2018-04
2018-04-28,2018,4,April,2,17,28,5,Saturday,True,2018-04
2018-04-29,2018,4,April,2,17,29,6,Sunday,True,2018-04
2018-04-30,2018,4,April,2,18,30,0,Monday,False,2018-04
2018-05-01,2018,5,May,2,18,1,1,Tuesday,False,2018-05
2018-05-02,2018,5,May,2,18,2,2,Wednesday,False,2018-05
2018-05-03,2018,5,May,2,18,3,3,Thursday,False,2018-05
2018-05-04,2018,5,May,2,18,4,4,Friday,False,2018-05
2018-05-05,2018,5,May,2,18,5,5,Saturday,True,2018-05
2018-05-06,2018,5,May,2,18,6,6,Sunday,True,2018-05
2018-05-07,2018,5,May,2,19,7,0,Monday,False,2018-05
2018-05-08,2018,5,May,2,19,8,1,Tuesday,False,2018-05
2018-05-09,2018,5,May,2,19,9,2,Wednesday,False,2018-05
2018-05-10,2018,5,May,2,19,10,3,Thursday,False,2018-05
2018-05-11,2018,5,May,2,19,11,4,Friday,False,2018-05
2018-05-12,2018,5,May,2,19,12,5,Saturday,True,2018-05
2018-05-13,2018,5,May,2,19,13,6,Sunday,True,2018-05
2018-05-14,2018,5,May,2,20,14,0,Monday,False,2018-05
2018-05-15,2018,5,May,2,20,15,1,Tuesday,False,2018-05
2018-05-16,2018,5,May,2,20,16,2,Wednesday,False,2018-05
2018-05-17,2018,5,May,2,20,17,3,Thursday,False,2018-05
2018-05-18,2018,5,May,2,20,18,4,Friday,False,2018-05
2018-05-19,2018,5,May,2,20,19,5,Saturday,True,2018-05
2018-05-20,2018,5,May,2,20,20,6,Sunday,True,2018-05
2018-05-21,2018,5,May,2,21,21,0,Monday,False,2018-05
2018-05-22,2018,5,May,2,21,22,1,Tuesday,False,2018-05
2018-05-23,2018,5,May,2,21,23,2,Wednesday,False,2018-05
2018-05-24,2018,5,May,2,21,24,3,Thursday,False,2018-05
2018-05-25,2018,5,May,2,21,25,4,Friday,False,2018-05
2018-05-26,2018,5,May,2,21,26,5,Saturday,True,2018-05
2018-05-27,2018,5,May,2,21,27,6,Sunday,True,2018-05
2018-05-28,2018,5,May,2,22,28,0,Monday,False,2018-05
2018-05-29,2018,5,May,2,22,29,1,Tuesday,False,2018-05
2018-05-30,2018,5,May,2,22,30,2,Wednesday,False,2018-05
2018-05-31,2018,5,May,2,22,31,3,Thursday,False,2018-05
2018-06-01,2018,6,June,2,22,1,4,Friday,False,2018-06
2018-06-02,2018,6,June,2,22,2,5,Saturday,True,2018-06
2018-06-03,2018,6,June,2,22,3,6,Sunday,True,2018-06
2018-06-04,2018,6,June,2,23,4,0,Monday,False,2018-06
2018-06-05,2018,6,June,2,23,5,1,Tuesday,False,2018-06
2018-06-06,2018,6,June,2,23,6,2,Wednesday,False,2018-06
2018-06-07,2018,6,June,2,23,7,3,Thursday,False,2018-06
2018-06-08,2018,6,June,2,23,8,4,Friday,False,2018-06
2018-06-09,2018,6,June,2,23,9,5,Saturday,True,2018-06
2018-06-10,2018,6,June,2,23,10,6,Sunday,True,2018-06
2018-06-11,2018,6,June,2,24,11,0,Monday,False,2018-06
2018-06-12,2018,6,June,2,24,12,1,Tuesday,False,2018-06
2018-06-13,2018,6,June,2,24,13,2,Wednesday,False,2018-06
2018-06-14,2018,6,June,2,24,14,3,Thursday,False,2018-06
2018-06-15,2018,6,June,2,24,15,4,Friday,False,2018-06
2018-06-16,2018,6,June,2,24,16,5,Saturday,True,2018-06
2018-06-17,2018,6,June,2,24,17,6,Sunday,True,2018-06
2018-06-18,2018,6,June,2,25,18,0,Monday,False,2018-06
2018-06-19,2018,6,June,2,25,19,1,Tuesday,False,2018-06
2018-06-20,2018,6,June,2,25,20,2,Wednesday,False,2018-06
2018-06-21,2018,6,June,2,25,21,3,Thursday,False,2018-06
2018-06-22,2018,6,June,2,25,22,4,Friday,False,2018-06
2018-06-23,2018,6,June,2,25,23,5,Saturday,True,2018-06
2018-06-24,2018,6,June,2,25,24,6,Sunday,True,2018-06
2018-06-25,2018,6,June,2,26,25,0,Monday,False,2018-06
2018-06-26,2018,6,June,2,26,26,1,Tuesday,False,2018-06
2018-06-27,2018,6,June,2,26,27,2,Wednesday,False,2018-06
2018-06-28,2018,6,June,2,26,28,3,Thursday,False,2018-06
2018-06-29,2018,6,June,2,26,29,4,Friday,False,2018-06
2018-06-30,2018,6,June,2,26,30,5,Saturday,True,2018-06
2018-07-01,2018,7,July,3,26,1,6,Sunday,True,2018-07
2018-07-02,2018,7,July,3,27,2,0,Monday,False,2018-07
2018-07-03,2018,7,July,3,27,3,1,Tuesday,False,2018-07
2018-07-04,2018,7,July,3,27,4,2,Wednesday,False,2018-07
2018-07-05,2018,7,July,3,27,5,3,Thursday,False,2018-07
2018-07-06,2018,7,July,3,27,6,4,Friday,False,2018-07
2018-07-07,2018,7,July,3,27,7,5,Saturday,True,2018-07
2018-07-08,2018,7,July,3,27,8,6,Sunday,True,2018-07
2018-07-09,2018,7,July,3,28,9,0,Monday,False,2018-07
2018-07-10,2018,7,July,3,28,10,1,Tuesday,False,2018-07
2018-07-11,2018,7,July,3,28,11,2,Wednesday,False,2018-07
2018-07-12,2018,7,July,3,28,12,3,Thursday,False,2018-07
2018-07-13,2018,7,July,3,28,13,4,Friday,False,2018-07
2018-07-14,2018,7,July,3,28,14,5,Saturday,True,2018-07
2018-07-15,2018,7,July,3,28,15,6,Sunday,True,2018-07
2018-07-16,2018,7,July,3,29,16,0,Monday,False,2018-07
2018-07-17,2018,7,July,3,29,17,1,Tuesday,False,2018-07
2018-07-18,2018,7,July,3,29,18,2,Wednesday,False,2018-07
2018-07-19,2018,7,July,3,29,19,3,Thursday,False,2018-07
2018-07-20,2018,7,July,3,29,20,4,Friday,False,2018-07
2018-07-21,2018,7,July,3,29,21,5,Saturday,True,2018-07
2018-07-22,2018,7,July,3,29,22,6,Sunday,True,2018-07
2018-07-23,2018,7,July,3,30,23,0,Monday,False,2018-07
2018-07-24,2018,7,July,3,30,24,1,Tuesday,False,2018-07
2018-07-25,2018,7,July,3,30,25,2,Wednesday,False,2018-07
2018-07-26,2018,7,July,3,30,26,3,Thursday,False,2018-07
2018-07-27,2018,7,July,3,30,27,4,Friday,False,2018-07
2018-07-28,2018,7,July,3,30,28,5,Saturday,True,2018-07
2018-07-29,2018,7,July,3,30,29,6,Sunday,True,2018-07
2018-07-30,2018,7,July,3,31,30,0,Monday,False,2018-07
2018-07-31,2018,7,July,3,31,31,1,Tuesday,False,2018-07
2018-08-01,2018,8,August,3,31,1,2,Wednesday,False,2018-08
2018-08-02,2018,8,August,3,31,2,3,Thursday,False,2018-08
2018-08-03,2018,8,August,3,31,3,4,Friday,False,2018-08
2018-08-04,2018,8,August,3,31,4,5,Saturday,True,2018-08
2018-08-05,2018,8,August,3,31,5,6,Sunday,True,2018-08
2018-08-06,2018,8,August,3,32,6,0,Monday,False,2018-08
2018-08-07,2018,8,August,3,32,7,1,Tuesday,False,2018-08
2018-08-08,2018,8,August,3,32,8,2,Wednesday,False,2018-08
2018-08-09,2018,8,August,3,32,9,3,Thursday,False,2018-08
2018-08-10,2018,8,August,3,32,10,4,Friday,False,2018-08
2018-08-11,2018,8,August,3,32,11,5,Saturday,True,2018-08
2018-08-12,2018,8,August,3,32,12,6,Sunday,True,2018-08
2018-08-13,2018,8,August,3,33,13,0,Monday,False,2018-08
2018-08-14,2018,8,August,3,33,14,1,Tuesday,False,2018-08
2018-08-15,2018,8,August,3,33,15,2,Wednesday,False,2018-08
2018-08-16,2018,8,August,3,33,16,3,Thursday,False,2018-08
2018-08-17,2018,8,August,3,33,17,4,Friday,False,2018-08
2018-08-18,2018,8,August,3,33,18,5,Saturday,True,2018-08
2018-08-19,2018,8,August,3,33,19,6,Sunday,True,2018-08
2018-08-20,2018,8,August,3,34,20,0,Monday,False,2018-08
2018-08-21,2018,8,August,3,34,21,1,Tuesday,False,2018-08
2018-08-22,2018,8,August,3,34,22,2,Wednesday,False,2018-08
2018-08-23,2018,8,August,3,34,23,3,Thursday,False,2018-08
2018-08-24,2018,8,August,3,34,24,4,Friday,False,2018-08
2018-08-25,2018,8,August,3,34,25,5,Saturday,True,2018-08
2018-08-26,2018,8,August,3,34,26,6,Sunday,True,2018-08
2018-08-27,2018,8,August,3,35,27,0,Monday,False,2018-08
2018-08-28,2018,8,August,3,35,28,1,Tuesday,False,2018-08
2018-08-29,2018,8,August,3,35,29,2,Wednesday,False,2018-08
2018-08-30,2018,8,August,3,35,30,3,Thursday,False,2018-08
2018-08-31,2018,8,August,3,35,31,4,Friday,False,2018-08
2018-09-01,2018,9,September,3,35,1,5,Saturday,True,2018-09
2018-09-02,2018,9,September,3,35,2,6,Sunday,True,2018-09
2018-09-03,2018,9,September,3,36,3,0,Monday,False,2018-09
2018-09-04,2018,9,September,3,36,4,1,Tuesday,False,2018-09
2018-09-05,2018,9,September,3,36,5,2,Wednesday,False,2018-09
2018-09-06,2018,9,September,3,36,6,3,Thursday,False,2018-09
2018-09-07,2018,9,September,3,36,7,4,Friday,False,2018-09
2018-09-08,2018,9,September,3,36,8,5,Saturday,True,2018-09
2018-09-09,2018,9,September,3,36,9,6,Sunday,True,2018-09
2018-09-10,2018,9,September,3,37,10,0,Monday,False,2018-09
2018-09-11,2018,9,September,3,37,11,1,Tuesday,False,2018-09
2018-09-12,2018,9,September,3,37,12,2,Wednesday,False,2018-09
2018-09-13,2018,9,September,3,37,13,3,Thursday,False,2018-09
2018-09-14,2018,9,September,3,37,14,4,Friday,False,2018-09
2018-09-15,2018,9,September,3,37,15,5,Saturday,True,2018-09
2018-09-16,2018,9,September,3,37,16,6,Sunday,True,2018-09
2018-09-17,2018,9,September,3,38,17,0,Monday,False,2018-09
2018-09-18,2018,9,September,3,38,18,1,Tuesday,False,2018-09
2018-09-19,2018,9,September,3,38,19,2,Wednesday,False,2018-09
2018-09-20,2018,9,September,3,38,20,3,Thursday,False,2018-09
2018-09-21,2018,9,September,3,38,21,4,Friday,False,2018-09
2018-09-22,2018,9,September,3,38,22,5,Saturday,True,2018-09
2018-09-23,2018,9,September,3,38,23,6,Sunday,True,2018-09
2018-09-24,2018,9,September,3,39,24,0,Monday,False,2018-09
2018-09-25,2018,9,September,3,39,25,1,Tuesday,False,2018-09
2018-09-26,2018,9,September,3,39,26,2,Wednesday,False,2018-09
2018-09-27,2018,9,September,3,39,27,3,Thursday,False,2018-09
2018-09-28,2018,9,September,3,39,28,4,Friday,False,2018-09
2018-09-29,2018,9,September,3,39,29,5,Saturday,True,2018-09
2018-09-30,2018,9,September,3,39,30,6,Sunday,True,2018-09
2018-10-01,2018,10,October,4,40,1,0,Monday,False,2018-10
2018-10-02,2018,10,October,4,40,2,1,Tuesday,False,2018-10
2018-10-03,2018,10,October,4,40,3,2,Wednesday,False,2018-10
2018-10-04,2018,10,October,4,40,4,3,Thursday,False,2018-10
2018-10-05,2018,10,October,4,40,5,4,Friday,False,2018-10
2018-10-06,2018,10,October,4,40,6,5,Saturday,True,2018-10
2018-10-07,2018,10,October,4,40,7,6,Sunday,True,2018-10
2018-10-08,2018,10,October,4,41,8,0,Monday,False,2018-10
2018-10-09,2018,10,October,4,41,9,1,Tuesday,False,2018-10
2018-10-10,2018,10,October,4,41,10,2,Wednesday,False,2018-10
2018-10-11,2018,10,October,4,41,11,3,Thursday,False,2018-10
2018-10-12,2018,10,October,4,41,12,4,Friday,False,2018-10
2018-10-13,2018,10,October,4,41,13,5,Saturday,True,2018-10
2018-10-14,2018,10,October,4,41,14,6,Sunday,True,2018-10
2018-10-15,2018,10,October,4,42,15,0,Monday,False,2018-10
2018-10-16,2018,10,October,4,42,16,1,Tuesday,False,2018-10
